iter	Logloss
171	0.1078862792
172	0.1075117015
173	0.1073152541
174	0.1070596705
175	0.1066688374
176	0.1062564717
177	0.1060447327
178	0.1058099632
179	0.1054609154
180	0.1052791836
181	0.1049882563
182	0.1047208934
183	0.104437963
184	0.1040773036
185	0.103767943
186	0.1035308947
187	0.1032596794
188	0.1030065413
189	0.1027279847
190	0.1025379532
191	0.1024125979
192	0.1022258396
193	0.1020501909
194	0.1018184612
195	0.1015201899
196	0.1012272062
197	0.1010314809
198	0.1007542158
199	0.1006783329
200	0.1004301491
201	0.1002200819
202	0.1000818677
203	0.09985465551
204	0.09964617423
205	0.0994823886
206	0.09931714477
207	0.09894945137
208	0.09879121877
209	0.09850649475
210	0.09837050965
211	0.09811788689
212	0.09797180165
213	0.0978074684
214	0.09770135857
215	0.09742571511
216	0.09726174058
217	0.09700380843
218	0.09679509679
219	0.09663793974
220	0.09644739946
221	0.09621694568
222	0.09580590995
223	0.09563131906
224	0.09533852415
225	0.09511439289
226	0.09498738444
227	0.09477949904
228	0.09470167044
229	0.09448204401
230	0.09419040344
231	0.09402466414
232	0.09381061657
233	0.0936147672
234	0.09343842947
235	0.09323704994
236	0.0930201767
237	0.09286024824
238	0.09271773559
239	0.09254273194
240	0.09236678632
241	0.09225062471
242	0.09211496031
243	0.09194809694
244	0.09172651415
245	0.09159453759
246	0.09145913881
247	0.09138200952
248	0.09111955174
249	0.09082781658
250	0.09068731051
251	0.09056673053
252	0.09044172289
253	0.09036189218
254	0.09023850214
255	0.0900493761
256	0.08995293279
257	0.08974451457
258	0.08958508464
259	0.08945433723
260	0.08935554442
261	0.08924363529
262	0.08913845682
263	0.08898824386
264	0.08888399259
265	0.08864769189
266	0.08845095843
267	0.08826509727
268	0.08818177305
269	0.08793786718
270	0.08774026293
271	0.08759700488
272	0.08738647719
273	0.08731711759
274	0.08705903879
275	0.08700522678
276	0.08695825984
277	0.08686695273
278	0.08674715062
279	0.08657965366
280	0.08651580525
281	0.08624138891
282	0.08589289167
283	0.08580302454
284	0.08566585942
285	0.08551918608
286	0.08538221793
287	0.08533639411
288	0.08514584703
289	0.08502960196
290	0.08491437052
291	0.08475036257
292	0.08452275878
293	0.0844017727
294	0.0843497785
295	0.08418396249
296	0.08401650502
297	0.08375124902
298	0.08358918804
299	0.0835220838
300	0.08335392289
301	0.08324756215
302	0.08318001057
303	0.0829914443
304	0.08274852222
305	0.08259767294
306	0.08235430208
307	0.0822315578
308	0.0820607591
309	0.08189023842
310	0.08159324436
311	0.08138648243
312	0.08116106861
313	0.08102458919
314	0.08092598099
315	0.0806872548
316	0.08052348433
317	0.08039914096
318	0.08023119557
319	0.08007367959
320	0.07988211442
321	0.07980075247
322	0.07965127024
323	0.07945466904
324	0.07935906543
325	0.07927593014
326	0.07910321847
327	0.07901596087
328	0.07887181131
329	0.07876131857
330	0.07854303821
331	0.07838089208
332	0.07815648859
333	0.07808904857
334	0.0779573175
335	0.07779016631
336	0.077670318
337	0.0775659176
338	0.07742780559
339	0.0773192745
340	0.07726374235
341	0.07708480117
342	0.07697941651
343	0.07678640243
344	0.07674834225
345	0.07657079249
346	0.07643491918
347	0.07629004117
348	0.07625803305
349	0.07613182541
350	0.07599654384
351	0.07587189156
352	0.07582799236
353	0.07573768701
354	0.07564141014
355	0.07546668318
356	0.07533642768
357	0.07524431831
358	0.07517068615
359	0.07502926409
360	0.07492823223
361	0.07476411767
362	0.07455607284
363	0.0744038413
364	0.07430724683
365	0.07420139325
366	0.07405650203
367	0.07394328122
368	0.07374597323
369	0.07369857488
370	0.07359347002
371	0.07339954378
372	0.0733037758
373	0.07321486306
374	0.0730130541
375	0.07287858909
376	0.07277198822
377	0.07270967856
378	0.07263812668
379	0.07248701912
380	0.07244793888
381	0.07233907582
382	0.07222310902
383	0.07209495485
384	0.07198469136
385	0.07184906359
386	0.07177521202
387	0.07164071599
388	0.0715239424
389	0.07136154276
390	0.07125771299
391	0.07120889982
392	0.07109844616
393	0.07096185067
394	0.07089222943
395	0.07076949577
396	0.07064492695
397	0.07058060709
398	0.07040836218
399	0.07028572258
400	0.07012810239
401	0.07002766893
402	0.06990962286
403	0.06980203128
404	0.06971502406
405	0.06959661376
406	0.06952521398
407	0.06942380165
408	0.06936891304
409	0.06927164296
410	0.06909602372
411	0.06904607799
412	0.06893535173
413	0.06891073933
414	0.06874333982
415	0.06858198822
416	0.06843671639
417	0.06831719664
418	0.06814557861
419	0.06807242816
420	0.06798897231
421	0.06786020496
422	0.06776477592
423	0.06766639699
424	0.06759325618
425	0.06753587114
426	0.06743896587
427	0.06735184774
428	0.06724639966
429	0.06716080185
430	0.06706085051
431	0.06704474049
432	0.06698721695
433	0.06682279082
434	0.06671962883
435	0.06667369073
436	0.06652695117
437	0.0663639074
438	0.0662075939
439	0.06601219245
440	0.06588627291
441	0.0658137401
442	0.06579739081
443	0.06572982824
444	0.06556321808
445	0.06548047266
446	0.06539799748
447	0.06521899434
448	0.06507667325
449	0.064991063
450	0.06497612235
451	0.06484796214
452	0.06479505604
453	0.06461060777
454	0.06452190076
455	0.06442305997
456	0.06440880884
457	0.06428883228
458	0.06419865593
459	0.06415151937
460	0.06406678237
461	0.06393276854
462	0.06383257779
463	0.06376298243
464	0.06365038206
465	0.06360383165
466	0.06349112833
467	0.06342750598
468	0.06341303017
469	0.06331698248
470	0.06323440293
471	0.06314426876
472	0.06306953846
473	0.06297357663
474	0.06295978119
475	0.06290351231
476	0.0628025461
477	0.06272658975
478	0.06265291897
479	0.06259197742
480	0.06244783588
481	0.0624135007
482	0.06229499607
483	0.06220776703
484	0.06216289121
485	0.06214960288
486	0.06211755725
487	0.06203512669
488	0.06191005541
489	0.06182463495
490	0.06171873985
491	0.06150310913
492	0.06135288169
493	0.06129392199
494	0.06120444772
495	0.06106642734
496	0.06093640193
497	0.06088494014
498	0.06076210139
499	0.06062607341
500	0.06055152233
501	0.06038943743
502	0.06031873887
503	0.06028879953
504	0.06022295814
505	0.06008268084
506	0.06000585985
507	0.05987910612
508	0.0597945327
509	0.05973838143
510	0.05967005308
511	0.05957924056
512	0.05947811888
513	0.05939888709
514	0.05935892163
515	0.05931748535
516	0.05924926647
517	0.05912275424
518	0.05903588205
519	0.05895611752
520	0.0588669737
521	0.05884334403
522	0.05871740358
523	0.05864943396
524	0.05858780037
525	0.05850085523
526	0.05836403801
527	0.05830163871
528	0.05813054342
529	0.05808958413
530	0.05794589547
531	0.05785384766
532	0.05770575964
533	0.05765916991
534	0.05762706073
535	0.05757803864
536	0.05742796958
537	0.05732104253
538	0.05727510628
539	0.05717392721
540	0.05711729061
541	0.0570031891
542	0.05690813728
543	0.05681112922
544	0.05674169668
545	0.05663812125
546	0.05652921379
547	0.05647317645
548	0.05640086403
549	0.05637652113
550	0.05627538319
551	0.05626375671
552	0.05620890024
553	0.05614612581
554	0.05607809169
555	0.05603427258
556	0.05583253035
557	0.05577580861
558	0.05561041789
559	0.05551132447
560	0.05544033945
561	0.05535466491
562	0.05526337434
563	0.05515465097
564	0.05510926364
565	0.05503179162
566	0.05501832305
567	0.05499926771
568	0.05494625621
569	0.0548922309
570	0.05481201916
571	0.05478595202
572	0.05467350018
573	0.05457149118
574	0.05453045219
575	0.05445618731
576	0.05440401676
577	0.05435465088
578	0.05427448267
579	0.05425019656
580	0.05421365817
581	0.05411264787
582	0.05398556775
583	0.05393230752
584	0.05375621735
585	0.05368721314
586	0.0535571451
587	0.05339232719
588	0.05330450399
589	0.05321023764
590	0.05314989041
591	0.05307844176
592	0.05302742342
593	0.05289882567
594	0.05281336355
595	0.05280338655
596	0.05274303345
597	0.05266662754
598	0.05252598133
599	0.05246898951
600	0.05239593196
601	0.05227858495
602	0.0521851968
603	0.05216189149
604	0.05211888849
605	0.05201512632
606	0.05190818527
607	0.05181960859
608	0.05172177677
609	0.05164775049
610	0.05160039791
611	0.05149241313
612	0.05143464909
613	0.05135495656
614	0.0512141714
615	0.05112909004
616	0.05105046798
617	0.05098838882
618	0.05091203287
619	0.050760971
620	0.0507200998
621	0.05061103778
622	0.05047843509
623	0.05038715082
624	0.05033453177
625	0.0502647507
626	0.05019524671
627	0.0501315146
628	0.0500196216
629	0.04992282046
630	0.04990432017
631	0.04985734963
632	0.04980130748
633	0.04971373638
634	0.04968587843
635	0.04964326743
636	0.04955838379
637	0.04949130454
638	0.04941515312
639	0.04939909741
640	0.04935012711
641	0.04930347614
642	0.04922317718
643	0.04919471405
644	0.04912953184
645	0.04901320248
646	0.04891828685
647	0.048844368
648	0.0488180302
649	0.04875363773
650	0.04873385442
651	0.04864972823
652	0.04858756964
653	0.0485095972
654	0.04842636616
655	0.04837950255
656	0.04827601338
657	0.04819822451
658	0.04805366553
659	0.04800573316
660	0.04790839091
661	0.04785014009
662	0.04776659684
663	0.04770799658
664	0.0476549249
665	0.04761778445
666	0.04756739542
667	0.04743321333
668	0.04736388049
669	0.04735559687
670	0.04728510164
671	0.04719250751
672	0.04715699085
673	0.04707014063
674	0.0469555949
675	0.04691231901
676	0.04690423986
677	0.04683114626
678	0.04676740976
679	0.04672614209
680	0.04668779328
681	0.04660012801
682	0.04652944859
683	0.04646055544
684	0.04640435822
685	0.04634388562
686	0.04627774584
687	0.04621954258
688	0.04618105892
689	0.04612638219
690	0.04599511409
691	0.04591632214
692	0.04579834067
693	0.04572726163
694	0.04567226329
695	0.04562905934
696	0.04558428445
697	0.04547363361
698	0.04536439422
699	0.04529649458
700	0.04523772299
701	0.04519741799
702	0.04510591262
703	0.04505190588
704	0.04501801982
705	0.04491583977
706	0.04482190797
707	0.04481307962
708	0.04479741826
709	0.044753432
710	0.04472808011
711	0.04458950838
712	0.04449512345
713	0.04444628976
714	0.04440557981
715	0.04432070125
716	0.04426160449
717	0.04419920945
718	0.04419302487
719	0.04414677317
720	0.04411113547
721	0.0440245927
722	0.04398675366
723	0.04392796245
724	0.04384236897
725	0.04378087302
726	0.04374915314
727	0.04368773096
728	0.04365251763
729	0.04364676765
730	0.04360788719
731	0.04351858806
732	0.04348044973
733	0.04344422835
734	0.04340384372
735	0.04337495119
736	0.04328955339
737	0.04323824733
738	0.04318497918
739	0.0430785915
740	0.04297735501
741	0.0428975508
742	0.04286560364
743	0.04276040811
744	0.04263501787
745	0.04257732989
746	0.04253924729
747	0.04250999022
748	0.04242807964
749	0.04239260973
750	0.04233965927
751	0.04227382438
752	0.04220043589
753	0.04217466377
754	0.04212734733
755	0.04207856946
756	0.04201748772
757	0.04192837795
758	0.04184119323
759	0.04175325669
760	0.04168327429
761	0.04164673361
762	0.04156425166
763	0.04150913704
764	0.0414329789
765	0.04140532086
766	0.04134644927
767	0.04124644125
768	0.04124125921
769	0.04121450943
770	0.04117841878
771	0.04110299168
772	0.04103009805
773	0.04100471269
774	0.0409441473
775	0.04091059242
776	0.04083217037
777	0.04075717946
778	0.04069123672
779	0.04062540486
780	0.04054471086
781	0.04049853134
782	0.04044484166
783	0.04038135366
784	0.04037321301
785	0.04032813998
786	0.04029358044
787	0.04024557424
788	0.04018167886
789	0.04010744651
790	0.04006180325
791	0.04003047527
792	0.03998109142
793	0.03991165181
794	0.03984047482
795	0.03978990643
796	0.03975935285
797	0.03972790072
798	0.03968164554
799	0.03963299709
800	0.03957421745
801	0.03955244765
802	0.03948207303
803	0.03941267096
804	0.03938568426
805	0.03934513499
806	0.03923551047
807	0.03918681363
808	0.03913774709
809	0.0391103122
810	0.03909059022
811	0.03900316283
812	0.03889994123
813	0.03887422994
814	0.03881442656
815	0.03873946236
816	0.0386478712
817	0.03856703761
818	0.0385007989
819	0.0384646497
820	0.03841251782
821	0.03834037267
822	0.03831500418
823	0.03827957779
824	0.03819748999
825	0.03818099057
826	0.03811693356
827	0.03803926256
828	0.03796438315
829	0.03791014448
830	0.03786606448
831	0.03784012057
832	0.03777716676
833	0.0377530561
834	0.0377228191
835	0.03769107773
836	0.03764778034
837	0.03762992928
838	0.03757605496
839	0.03756299349
840	0.03751583365
841	0.03750109511
842	0.03744754657
843	0.03741900231
844	0.03738872087
845	0.03735838453
846	0.03728828581
847	0.03719685736
848	0.0371463057
849	0.03711794592
850	0.03709580797
851	0.03704480187
852	0.03697992512
853	0.03689744653
854	0.03686861215
855	0.03683695953
856	0.03680897288
857	0.03674301126
858	0.03672047491
859	0.03667558988
860	0.03659885445
861	0.03655926763
862	0.03651799222
863	0.03645090623
864	0.03641313084
865	0.03639062433
866	0.03635623271
867	0.03628880626
868	0.03625173133
869	0.03618794683
870	0.03613328365
871	0.03610132034
872	0.0360200423
873	0.03593114902
874	0.0359132908
875	0.03584435261
876	0.03580017183
877	0.03577679779
878	0.03571164474
879	0.03567044339
880	0.03559296897
881	0.03558728765
882	0.03553224263
883	0.03543129804
884	0.03539707127
885	0.0353507677
886	0.03532254035
887	0.0352736335
888	0.03526276474
889	0.03518598926
890	0.03514352317
891	0.03507876224
892	0.03502775648
893	0.03499378995
894	0.03498512297
895	0.03490762446
896	0.03488562192
897	0.03485431816
898	0.03481632251
899	0.03480013954
900	0.0347229315
901	0.03468477508
902	0.03464798776
903	0.03461563033
904	0.03453975145
905	0.03449798074
906	0.03441966698
907	0.03438637816
908	0.03433909269
909	0.03428875939
910	0.03424072106
911	0.03421298199
912	0.03418055136
913	0.03415330678
914	0.03409460945
915	0.03407883524
916	0.03402401142
917	0.03400998993
918	0.03398853702
919	0.03395047822
920	0.03392076338
921	0.03389157015
922	0.03383642814
923	0.03380163434
924	0.03372202921
925	0.03364671228
926	0.03362510235
927	0.03359693799
928	0.03355874411
929	0.03351364641
930	0.03345064671
931	0.03341857456
932	0.03337397108
933	0.03331532405
934	0.03323343695
935	0.03316364225
936	0.03310835598
937	0.03304553425
938	0.03301674882
939	0.03296182787
940	0.0328922672
941	0.03282793077
942	0.0327508412
943	0.03272323611
944	0.03267463214
945	0.03264652911
946	0.03260511975
947	0.03254913858
948	0.03252693142
949	0.03250406272
950	0.03246378276
951	0.03241066123
952	0.03238330278
953	0.03236502415
954	0.03235514522
955	0.03232687406
956	0.03229006814
957	0.0322538188
958	0.03218541317
959	0.03216406213
960	0.03209980578
961	0.03203493913
962	0.03201967339
963	0.03197869065
964	0.03195900937
965	0.03191787345
966	0.03187348893
967	0.0318561286
968	0.03181730902
969	0.03177990833
970	0.0317625902
971	0.03174357574
972	0.03171339138
973	0.03169620706
974	0.03165363062
975	0.03161355911
976	0.0315904709
977	0.03156167124
978	0.03154832008
979	0.0314910231
980	0.03146779816
981	0.03145142309
982	0.03139169467
983	0.03135028494
984	0.03131492837
985	0.03128013467
986	0.03124426697
987	0.03122806818
988	0.03118718243
989	0.03114836644
990	0.03112616319
991	0.03108372683
992	0.03102653753
993	0.03094839636
994	0.03091201832
995	0.03087953801
996	0.03085192732
997	0.03080323209
998	0.03079257885
999	0.03076385123
